code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,total_vle_used,total_clicks,total_assessments,attempted_assessment,non_attempted_assessment,average_score
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-61.0,,38.0,543.0,5.0,5.0,0.0,75.6
AAA,2013J,M,Ireland,Lower Than A Level,,0-35,0,120,N,Pass,-192.0,,26.0,164.0,5.0,5.0,0.0,67.8
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-38.0,,60.0,910.0,5.0,5.0,0.0,68.0
AAA,2013J,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-179.0,,46.0,671.0,5.0,5.0,0.0,63.8
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-185.0,,59.0,875.0,5.0,5.0,0.0,60.6
AAA,2013J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-31.0,202.0,41.0,639.0,3.0,3.0,0.0,69.67
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-58.0,,47.0,363.0,5.0,5.0,0.0,45.0
AAA,2013J,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,-54.0,,81.0,3003.0,5.0,5.0,0.0,68.4
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-38.0,,57.0,876.0,5.0,5.0,0.0,74.2
AAA,2013J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,-23.0,,61.0,996.0,5.0,5.0,0.0,61.4
AAA,2013J,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,-57.0,,85.0,1183.0,5.0,5.0,0.0,46.4
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-53.0,,60.0,955.0,5.0,5.0,0.0,65.0
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-130.0,,59.0,1445.0,5.0,5.0,0.0,72.6
AAA,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,-129.0,,44.0,509.0,5.0,5.0,0.0,43.8
AAA,2013J,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-67.0,,68.0,1388.0,5.0,5.0,0.0,77.2
AAA,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,240,Y,Withdrawn,-170.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-73.0,,60.0,807.0,5.0,5.0,0.0,76.4
AAA,2013J,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,-60.0,172.0,58.0,1359.0,3.0,3.0,0.0,59.67
AAA,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-15.0,,48.0,342.0,3.0,3.0,0.0,76.0
AAA,2013J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-58.0,,43.0,411.0,5.0,5.0,0.0,58.4
AAA,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-52.0,,53.0,646.0,5.0,5.0,0.0,59.8
AAA,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-53.0,,59.0,739.0,5.0,5.0,0.0,70.6
AAA,2013J,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,-32.0,119.0,54.0,1009.0,2.0,2.0,0.0,40.5
AAA,2013J,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,-38.0,,84.0,1241.0,5.0,5.0,0.0,87.6
AAA,2013J,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,-43.0,73.0,24.0,400.0,1.0,1.0,0.0,86.0
AAA,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-120.0,,76.0,2832.0,5.0,5.0,0.0,70.6
AAA,2013J,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-38.0,,14.0,58.0,0.0,0.0,0.0,0.0
AAA,2013J,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-29.0,,57.0,901.0,5.0,5.0,0.0,66.6
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-16.0,,64.0,998.0,5.0,5.0,0.0,73.0
AAA,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-156.0,,41.0,1129.0,5.0,5.0,0.0,71.8
AAA,2013J,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,-32.0,,55.0,521.0,5.0,5.0,0.0,72.4
AAA,2013J,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass,-127.0,,85.0,2328.0,5.0,5.0,0.0,81.0
AAA,2013J,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-51.0,,46.0,910.0,5.0,5.0,0.0,72.0
AAA,2013J,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,-43.0,,26.0,224.0,5.0,5.0,0.0,59.2
AAA,2013J,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-30.0,128.0,29.0,488.0,2.0,2.0,0.0,81.5
AAA,2013J,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass,-158.0,,59.0,780.0,5.0,5.0,0.0,73.2
AAA,2013J,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass,-22.0,,62.0,1271.0,5.0,5.0,0.0,71.4
AAA,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-38.0,,25.0,194.0,2.0,2.0,0.0,40.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-17.0,,96.0,7067.0,5.0,5.0,0.0,82.8
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,-46.0,,80.0,605.0,5.0,5.0,0.0,76.2
AAA,2013J,M,North Region,HE Qualification,,55<=,0,60,N,Withdrawn,-38.0,241.0,55.0,955.0,5.0,5.0,0.0,63.0
AAA,2013J,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,-43.0,,33.0,406.0,2.0,2.0,0.0,66.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,-29.0,,100.0,3064.0,5.0,5.0,0.0,66.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction,-57.0,,114.0,5680.0,5.0,5.0,0.0,80.8
AAA,2013J,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn,-73.0,23.0,43.0,1228.0,1.0,1.0,0.0,0.0
AAA,2013J,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass,-138.0,,91.0,4007.0,5.0,5.0,0.0,72.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction,-67.0,,101.0,7288.0,5.0,5.0,0.0,81.2
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-91.0,,79.0,3004.0,5.0,5.0,0.0,76.4
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-59.0,,90.0,1357.0,5.0,5.0,0.0,61.8
AAA,2013J,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-67.0,,59.0,1216.0,5.0,5.0,0.0,77.2
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-170.0,,61.0,870.0,5.0,5.0,0.0,72.0
AAA,2013J,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn,-42.0,173.0,59.0,1980.0,4.0,4.0,0.0,59.75
AAA,2013J,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-62.0,,91.0,3098.0,5.0,5.0,0.0,68.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-108.0,,104.0,5988.0,5.0,5.0,0.0,56.6
AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-87.0,,83.0,1896.0,5.0,5.0,0.0,70.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,-144.0,,62.0,1695.0,5.0,5.0,0.0,82.6
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-63.0,203.0,38.0,641.0,2.0,2.0,0.0,65.5
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-35.0,,26.0,240.0,2.0,2.0,0.0,35.0
AAA,2013J,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-195.0,,67.0,910.0,5.0,5.0,0.0,75.2
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,-169.0,,91.0,1907.0,2.0,2.0,0.0,59.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-87.0,27.0,36.0,467.0,0.0,0.0,0.0,0.0
AAA,2013J,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,Pass,-38.0,,112.0,3460.0,5.0,5.0,0.0,81.8
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,20.0,,55.0,939.0,5.0,5.0,0.0,61.6
AAA,2013J,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-30.0,,76.0,3493.0,5.0,5.0,0.0,61.8
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-102.0,,77.0,4202.0,5.0,5.0,0.0,73.0
AAA,2013J,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-95.0,,68.0,723.0,5.0,5.0,0.0,79.6
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,-95.0,,55.0,998.0,2.0,2.0,0.0,77.5
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-195.0,,112.0,6025.0,5.0,5.0,0.0,84.6
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-191.0,,90.0,5061.0,5.0,5.0,0.0,85.0
AAA,2013J,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-124.0,37.0,35.0,643.0,1.0,1.0,0.0,68.0
AAA,2013J,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,-106.0,,80.0,2756.0,5.0,5.0,0.0,78.2
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-30.0,,99.0,1759.0,5.0,5.0,0.0,83.8
AAA,2013J,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn,-198.0,103.0,67.0,2756.0,2.0,2.0,0.0,61.0
AAA,2013J,F,Scotland,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,-58.0,-2.0,17.0,420.0,0.0,0.0,0.0,0.0
AAA,2013J,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass,-43.0,,127.0,7057.0,5.0,5.0,0.0,66.2
AAA,2013J,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,-106.0,,81.0,1443.0,5.0,5.0,0.0,76.8
AAA,2013J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-32.0,,49.0,459.0,5.0,5.0,0.0,77.4
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-164.0,,87.0,6518.0,5.0,5.0,0.0,71.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass,-53.0,,93.0,5975.0,5.0,5.0,0.0,62.6
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-42.0,,76.0,1754.0,5.0,5.0,0.0,72.0
AAA,2013J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,-81.0,,67.0,931.0,5.0,5.0,0.0,73.6
AAA,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-57.0,,80.0,4294.0,5.0,5.0,0.0,70.4
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-102.0,,89.0,1992.0,5.0,5.0,0.0,73.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,-29.0,,40.0,470.0,5.0,5.0,0.0,53.6
AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-108.0,240.0,111.0,11139.0,5.0,5.0,0.0,83.6
AAA,2013J,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-195.0,,75.0,1216.0,4.0,4.0,0.0,67.25
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,-32.0,,78.0,1401.0,5.0,5.0,0.0,76.0
AAA,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-102.0,,49.0,519.0,5.0,5.0,0.0,78.4
AAA,2013J,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-137.0,,69.0,1734.0,5.0,5.0,0.0,66.6
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-74.0,,85.0,2386.0,5.0,5.0,0.0,61.2
AAA,2013J,M,London Region,A Level or Equivalent,30-40%,35-55,0,330,Y,Withdrawn,-16.0,138.0,47.0,1430.0,3.0,3.0,0.0,35.67
AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-65.0,173.0,56.0,849.0,3.0,3.0,0.0,60.33
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-123.0,,74.0,1146.0,5.0,5.0,0.0,69.6
AAA,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-45.0,,44.0,685.0,5.0,5.0,0.0,67.8
AAA,2013J,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-148.0,,65.0,1967.0,4.0,4.0,0.0,59.75
AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-65.0,,54.0,701.0,5.0,5.0,0.0,65.6
AAA,2013J,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-35.0,,105.0,4712.0,5.0,5.0,0.0,82.4
AAA,2013J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,-59.0,163.0,64.0,1262.0,3.0,3.0,0.0,66.0
AAA,2013J,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-46.0,,69.0,1888.0,5.0,5.0,0.0,52.6
AAA,2013J,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,Pass,-59.0,,91.0,2385.0,5.0,5.0,0.0,70.0
AAA,2013J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn,-36.0,10.0,41.0,319.0,0.0,0.0,0.0,0.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-49.0,,92.0,3385.0,5.0,5.0,0.0,62.2
AAA,2013J,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,-32.0,,67.0,1454.0,5.0,5.0,0.0,73.8
AAA,2013J,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,-43.0,,27.0,231.0,1.0,1.0,0.0,70.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-50.0,,83.0,1346.0,5.0,5.0,0.0,69.0
AAA,2013J,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-113.0,,91.0,4214.0,5.0,5.0,0.0,66.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-108.0,,50.0,1401.0,5.0,5.0,0.0,67.2
AAA,2013J,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-35.0,,79.0,1455.0,5.0,5.0,0.0,75.6
AAA,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-66.0,,76.0,1080.0,5.0,5.0,0.0,71.2
AAA,2013J,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-116.0,,116.0,3236.0,5.0,5.0,0.0,76.4
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,-28.0,175.0,87.0,2543.0,2.0,2.0,0.0,54.5
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-74.0,,79.0,1685.0,5.0,5.0,0.0,83.0
AAA,2013J,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-129.0,,36.0,307.0,5.0,5.0,0.0,51.4
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,-85.0,,32.0,303.0,5.0,5.0,0.0,61.2
AAA,2013J,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-45.0,178.0,81.0,1129.0,3.0,3.0,0.0,32.0
AAA,2013J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-56.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0
AAA,2013J,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,-101.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-56.0,,53.0,565.0,5.0,5.0,0.0,57.2
AAA,2013J,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,-57.0,,50.0,593.0,5.0,5.0,0.0,80.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-38.0,,78.0,1814.0,5.0,5.0,0.0,73.2
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-24.0,,37.0,445.0,4.0,4.0,0.0,51.5
AAA,2013J,F,North Region,HE Qualification,,0-35,0,60,N,Fail,-102.0,,93.0,1588.0,5.0,5.0,0.0,67.8
AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,-53.0,58.0,33.0,373.0,1.0,1.0,0.0,68.0
AAA,2013J,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,-80.0,,102.0,7182.0,5.0,5.0,0.0,83.4
AAA,2013J,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn,-129.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-22.0,,86.0,2148.0,5.0,5.0,0.0,75.6
AAA,2013J,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-94.0,,81.0,2146.0,5.0,5.0,0.0,50.6
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-185.0,,89.0,749.0,5.0,5.0,0.0,73.4
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-101.0,242.0,45.0,818.0,4.0,4.0,0.0,73.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-17.0,,43.0,574.0,5.0,5.0,0.0,46.8
AAA,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,-35.0,220.0,41.0,1497.0,2.0,2.0,0.0,80.0
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,-38.0,,101.0,3344.0,5.0,5.0,0.0,82.8
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-73.0,,76.0,2458.0,5.0,5.0,0.0,77.6
AAA,2013J,M,London Region,A Level or Equivalent,10-20,35-55,0,120,Y,Withdrawn,-52.0,114.0,34.0,655.0,1.0,1.0,0.0,51.0
AAA,2013J,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-53.0,,88.0,2684.0,5.0,5.0,0.0,74.4
AAA,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-32.0,,87.0,622.0,5.0,5.0,0.0,60.6
AAA,2013J,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,-71.0,,24.0,183.0,3.0,3.0,0.0,24.67
AAA,2013J,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,-50.0,,68.0,1611.0,5.0,5.0,0.0,70.0
AAA,2013J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-81.0,,86.0,4187.0,5.0,5.0,0.0,90.6
AAA,2013J,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,-52.0,,92.0,3424.0,5.0,5.0,0.0,78.8
AAA,2013J,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,-11.0,,54.0,967.0,2.0,2.0,0.0,56.0
AAA,2013J,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-22.0,,50.0,523.0,4.0,4.0,0.0,44.5
AAA,2013J,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn,-106.0,219.0,95.0,2176.0,1.0,1.0,0.0,67.0
AAA,2013J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-46.0,,31.0,323.0,5.0,5.0,0.0,79.6
AAA,2013J,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-195.0,,71.0,1949.0,5.0,5.0,0.0,75.8
AAA,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-59.0,,72.0,1616.0,5.0,5.0,0.0,55.6
AAA,2013J,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,-144.0,,67.0,1690.0,5.0,5.0,0.0,73.6
AAA,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass,-43.0,,96.0,2864.0,5.0,5.0,0.0,77.2
AAA,2013J,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-65.0,,86.0,3070.0,5.0,5.0,0.0,79.4
AAA,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-105.0,,78.0,1617.0,5.0,5.0,0.0,76.6
AAA,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-158.0,,57.0,1078.0,5.0,5.0,0.0,60.8
AAA,2013J,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,-46.0,,43.0,470.0,4.0,4.0,0.0,61.75
AAA,2013J,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-67.0,,67.0,1189.0,5.0,5.0,0.0,78.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-65.0,,66.0,1216.0,5.0,5.0,0.0,63.2
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,-87.0,,50.0,1080.0,5.0,5.0,0.0,80.8
AAA,2013J,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-59.0,13.0,26.0,228.0,0.0,0.0,0.0,0.0
AAA,2013J,F,North Region,HE Qualification,,35-55,0,60,N,Pass,-153.0,,95.0,2809.0,5.0,5.0,0.0,62.6
AAA,2013J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-94.0,,65.0,1327.0,5.0,5.0,0.0,64.8
AAA,2013J,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,-38.0,199.0,27.0,519.0,2.0,2.0,0.0,53.5
AAA,2013J,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-67.0,,88.0,4441.0,5.0,5.0,0.0,80.6
AAA,2013J,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass,-80.0,,103.0,7262.0,5.0,5.0,0.0,81.2
AAA,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-31.0,,58.0,650.0,5.0,5.0,0.0,71.2
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-30.0,,21.0,248.0,5.0,5.0,0.0,65.4
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-91.0,,77.0,1591.0,5.0,5.0,0.0,71.8
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-35.0,,80.0,1359.0,5.0,5.0,0.0,71.8
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-81.0,93.0,4.0,26.0,0.0,0.0,0.0,0.0
AAA,2013J,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,-16.0,,62.0,988.0,5.0,5.0,0.0,75.4
AAA,2013J,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-63.0,,78.0,1890.0,5.0,5.0,0.0,70.8
AAA,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-137.0,39.0,26.0,250.0,1.0,1.0,0.0,64.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-62.0,,71.0,1326.0,5.0,5.0,0.0,79.6
AAA,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-94.0,,85.0,2905.0,5.0,5.0,0.0,73.6
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-74.0,,62.0,1868.0,5.0,5.0,0.0,76.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-128.0,,85.0,2049.0,5.0,5.0,0.0,72.6
AAA,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-106.0,,68.0,1160.0,5.0,5.0,0.0,76.4
AAA,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-165.0,,45.0,582.0,5.0,5.0,0.0,70.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-102.0,,46.0,491.0,5.0,5.0,0.0,71.4
AAA,2013J,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-63.0,,61.0,1181.0,5.0,5.0,0.0,78.2
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-46.0,,74.0,1473.0,5.0,5.0,0.0,64.8
AAA,2013J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-109.0,,17.0,92.0,0.0,0.0,0.0,0.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-127.0,,57.0,797.0,4.0,4.0,0.0,56.0
AAA,2013J,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-38.0,,82.0,1964.0,5.0,5.0,0.0,79.4
AAA,2013J,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,-48.0,,71.0,2042.0,5.0,5.0,0.0,65.6
AAA,2013J,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-71.0,,91.0,4109.0,5.0,5.0,0.0,79.2
